Time Bucket (America/Chicago),Load Disaggregation 1_1 (kWatts)
11/15/2022 15:41:54,0.0014
11/15/2022 15:41:55,0.0014
11/15/2022 15:41:56,0.0014
11/15/2022 15:41:57,0.0014
11/15/2022 15:41:58,0.0014
11/15/2022 15:41:59,0.0014
11/15/2022 15:42:00,0.0014
11/15/2022 15:42:01,0.0014
11/15/2022 15:42:02,0.0014
11/15/2022 15:42:03,0.0014
11/15/2022 15:42:04,0.0014
11/15/2022 15:42:05,0.0014
11/15/2022 15:42:06,0.0014
11/15/2022 15:42:07,0.0014
11/15/2022 15:42:08,0.0014
11/15/2022 15:42:09,0
11/15/2022 15:42:10,0
11/15/2022 15:42:11,0
11/15/2022 15:42:12,0
11/15/2022 15:42:13,0
11/15/2022 15:42:14,0
11/15/2022 15:42:15,0
11/15/2022 15:42:16,0
11/15/2022 15:42:17,0
11/15/2022 15:42:18,0
11/15/2022 15:42:19,0
11/15/2022 15:42:20,0
11/15/2022 15:42:21,0
11/15/2022 15:42:22,0
11/15/2022 15:42:23,0
11/15/2022 15:42:24,0
11/15/2022 15:42:25,0
11/15/2022 15:42:26,0
11/15/2022 15:42:27,0
11/15/2022 15:42:28,0
11/15/2022 15:42:29,0.0321
11/15/2022 15:42:30,0.0321
11/15/2022 15:42:31,0.0321
11/15/2022 15:42:32,0.0321
11/15/2022 15:42:33,0.0321
11/15/2022 15:42:34,0.1441
11/15/2022 15:42:35,0.1441
11/15/2022 15:42:36,0.1441
11/15/2022 15:42:37,0.1441
11/15/2022 15:42:38,0.1441
11/15/2022 15:42:39,0.1007
11/15/2022 15:42:40,0.1007
11/15/2022 15:42:41,0.1007
11/15/2022 15:42:42,0.1007
11/15/2022 15:42:43,0.1007
11/15/2022 15:42:44,0.1973
11/15/2022 15:42:45,0.1973
11/15/2022 15:42:46,0.1973
11/15/2022 15:42:47,0.1973
11/15/2022 15:42:48,0.1973
11/15/2022 15:42:49,0.1913
11/15/2022 15:42:50,0.1913
11/15/2022 15:42:51,0.1913
11/15/2022 15:42:52,0.1913
11/15/2022 15:42:53,0.1913
11/15/2022 15:42:54,0.1895
11/15/2022 15:42:55,0.1895
11/15/2022 15:42:56,0.1895
11/15/2022 15:42:57,0.1895
11/15/2022 15:42:58,0.1895
11/15/2022 15:42:59,0.1866
11/15/2022 15:43:00,0.1866
11/15/2022 15:43:01,0.1866
11/15/2022 15:43:02,0.1866
11/15/2022 15:43:03,0.1866
11/15/2022 15:43:04,0.1564
11/15/2022 15:43:05,0.1564
11/15/2022 15:43:06,0.1564
11/15/2022 15:43:07,0.1564
11/15/2022 15:43:08,0.1564
11/15/2022 15:43:09,0.1478
11/15/2022 15:43:10,0.1478
11/15/2022 15:43:11,0.1478
11/15/2022 15:43:12,0.1478
11/15/2022 15:43:13,0.1478
11/15/2022 15:43:14,0.1468
11/15/2022 15:43:15,0.1468
11/15/2022 15:43:16,0.1468
11/15/2022 15:43:17,0.1468
11/15/2022 15:43:18,0.1468
11/15/2022 15:43:19,0.1424
11/15/2022 15:43:20,0.1424
11/15/2022 15:43:21,0.1424
11/15/2022 15:43:22,0.1424
11/15/2022 15:43:23,0.1424
11/15/2022 15:43:24,0.142
11/15/2022 15:43:25,0.142
11/15/2022 15:43:26,0.142
11/15/2022 15:43:27,0.142
11/15/2022 15:43:28,0.142
11/15/2022 15:43:29,0.1423
11/15/2022 15:43:30,0.1423
11/15/2022 15:43:31,0.1423
11/15/2022 15:43:32,0.1423
11/15/2022 15:43:33,0.1423
11/15/2022 15:43:34,0.145
11/15/2022 15:43:35,0.145
11/15/2022 15:43:36,0.145
11/15/2022 15:43:37,0.145
11/15/2022 15:43:38,0.145
11/15/2022 15:43:39,0.1424
11/15/2022 15:43:40,0.1424
11/15/2022 15:43:41,0.1424
11/15/2022 15:43:42,0.1424
11/15/2022 15:43:43,0.1424
11/15/2022 15:43:44,0.1423
11/15/2022 15:43:45,0.1423
11/15/2022 15:43:46,0.1423
11/15/2022 15:43:47,0.1423
11/15/2022 15:43:48,0.1423
11/15/2022 15:43:49,0.1422
11/15/2022 15:43:50,0.1422
11/15/2022 15:43:51,0.1422
11/15/2022 15:43:52,0.1422
11/15/2022 15:43:53,0.1422
11/15/2022 15:43:54,0.1423
11/15/2022 15:43:55,0.1423
11/15/2022 15:43:56,0.1423
11/15/2022 15:43:57,0.1423
11/15/2022 15:43:58,0.1423
11/15/2022 15:43:59,0.1452
11/15/2022 15:44:00,0.1452
11/15/2022 15:44:01,0.1452
11/15/2022 15:44:02,0.1452
11/15/2022 15:44:03,0.1452
11/15/2022 15:44:04,0.1425
11/15/2022 15:44:05,0.1425
11/15/2022 15:44:06,0.1425
11/15/2022 15:44:07,0.1425
11/15/2022 15:44:08,0.1425
11/15/2022 15:44:09,0.1423
11/15/2022 15:44:10,0.1423
11/15/2022 15:44:11,0.1423
11/15/2022 15:44:12,0.1423
11/15/2022 15:44:13,0.1423
11/15/2022 15:44:14,0.1427
11/15/2022 15:44:15,0.1427
11/15/2022 15:44:16,0.1427
11/15/2022 15:44:17,0.1427
11/15/2022 15:44:18,0.1427
11/15/2022 15:44:19,0.1454
11/15/2022 15:44:20,0.1454
11/15/2022 15:44:21,0.1454
11/15/2022 15:44:22,0.1454
11/15/2022 15:44:23,0.1454
11/15/2022 15:44:24,0.1431
11/15/2022 15:44:25,0.1431
11/15/2022 15:44:26,0.1431
11/15/2022 15:44:27,0.1431
11/15/2022 15:44:28,0.1431
11/15/2022 15:44:29,0.1432
11/15/2022 15:44:30,0.1432
11/15/2022 15:44:31,0.1432
11/15/2022 15:44:32,0.1432
11/15/2022 15:44:33,0.1432
11/15/2022 15:44:34,0.1423
11/15/2022 15:44:35,0.1423
11/15/2022 15:44:36,0.1423
11/15/2022 15:44:37,0.1423
11/15/2022 15:44:38,0.1423
11/15/2022 15:44:39,0.1431
11/15/2022 15:44:40,0.1431
11/15/2022 15:44:41,0.1431
11/15/2022 15:44:42,0.1431
11/15/2022 15:44:43,0.1431
11/15/2022 15:44:44,0.1431
11/15/2022 15:44:45,0.1431
11/15/2022 15:44:46,0.1431
11/15/2022 15:44:47,0.1431
11/15/2022 15:44:48,0.1431
11/15/2022 15:44:49,0.1429
11/15/2022 15:44:50,0.1429
11/15/2022 15:44:51,0.1429
11/15/2022 15:44:52,0.1429
11/15/2022 15:44:53,0.1429
11/15/2022 15:44:54,0.143
11/15/2022 15:44:55,0.143
11/15/2022 15:44:56,0.143
11/15/2022 15:44:57,0.143
11/15/2022 15:44:58,0.143
11/15/2022 15:44:59,0.143
11/15/2022 15:45:00,0.143
11/15/2022 15:45:01,0.143
11/15/2022 15:45:02,0.143
11/15/2022 15:45:03,0.143
11/15/2022 15:45:04,0.1429
11/15/2022 15:45:05,0.1429
11/15/2022 15:45:06,0.1429
11/15/2022 15:45:07,0.1429
11/15/2022 15:45:08,0.1429
11/15/2022 15:45:09,0.143
11/15/2022 15:45:10,0.143
11/15/2022 15:45:11,0.143
11/15/2022 15:45:12,0.143
11/15/2022 15:45:13,0.143
11/15/2022 15:45:14,0.1433
11/15/2022 15:45:15,0.1433
11/15/2022 15:45:16,0.1433
11/15/2022 15:45:17,0.1433
11/15/2022 15:45:18,0.1433
11/15/2022 15:45:19,0.143
11/15/2022 15:45:20,0.143
11/15/2022 15:45:21,0.143
11/15/2022 15:45:22,0.143
11/15/2022 15:45:23,0.143
11/15/2022 15:45:24,0.143
11/15/2022 15:45:25,0.143
11/15/2022 15:45:26,0.143
11/15/2022 15:45:27,0.143
11/15/2022 15:45:28,0.143
11/15/2022 15:45:29,0.1432
11/15/2022 15:45:30,0.1432
11/15/2022 15:45:31,0.1432
11/15/2022 15:45:32,0.1432
11/15/2022 15:45:33,0.1432
11/15/2022 15:45:34,0.1474
11/15/2022 15:45:35,0.1474
11/15/2022 15:45:36,0.1474
11/15/2022 15:45:37,0.1474
11/15/2022 15:45:38,0.1474
11/15/2022 15:45:39,0.1445
11/15/2022 15:45:40,0.1445
11/15/2022 15:45:41,0.1445
11/15/2022 15:45:42,0.1445
11/15/2022 15:45:43,0.1445
11/15/2022 15:45:44,0.1437
11/15/2022 15:45:45,0.1437
11/15/2022 15:45:46,0.1437
11/15/2022 15:45:47,0.1437
11/15/2022 15:45:48,0.1437
11/15/2022 15:45:49,0.1437
11/15/2022 15:45:50,0.1437
11/15/2022 15:45:51,0.1437
11/15/2022 15:45:52,0.1437
11/15/2022 15:45:53,0.1437
11/15/2022 15:45:54,0.1438
11/15/2022 15:45:55,0.1438
11/15/2022 15:45:56,0.1438
11/15/2022 15:45:57,0.1438
11/15/2022 15:45:58,0.1438
11/15/2022 15:45:59,0.144
11/15/2022 15:46:00,0.144
11/15/2022 15:46:01,0.144
11/15/2022 15:46:02,0.144
11/15/2022 15:46:03,0.144
11/15/2022 15:46:04,0.1443
11/15/2022 15:46:05,0.1443
11/15/2022 15:46:06,0.1443
11/15/2022 15:46:07,0.1443
11/15/2022 15:46:08,0.1443
11/15/2022 15:46:09,0.1457
11/15/2022 15:46:10,0.1457
11/15/2022 15:46:11,0.1457
11/15/2022 15:46:12,0.1457
11/15/2022 15:46:13,0.1457
11/15/2022 15:46:14,0.1479
11/15/2022 15:46:15,0.1479
11/15/2022 15:46:16,0.1479
11/15/2022 15:46:17,0.1479
11/15/2022 15:46:18,0.1479
11/15/2022 15:46:19,0.1439
11/15/2022 15:46:20,0.1439
11/15/2022 15:46:21,0.1439
11/15/2022 15:46:22,0.1439
11/15/2022 15:46:23,0.1439
11/15/2022 15:46:24,0.1439
11/15/2022 15:46:25,0.1439
11/15/2022 15:46:26,0.1439
11/15/2022 15:46:27,0.1439
11/15/2022 15:46:28,0.1439
11/15/2022 15:46:29,0.1453
11/15/2022 15:46:30,0.1453
11/15/2022 15:46:31,0.1453
11/15/2022 15:46:32,0.1453
11/15/2022 15:46:33,0.1453
11/15/2022 15:46:34,0.1417
11/15/2022 15:46:35,0.1417
11/15/2022 15:46:36,0.1417
11/15/2022 15:46:37,0.1417
11/15/2022 15:46:38,0.1417
11/15/2022 15:46:39,0.1447
11/15/2022 15:46:40,0.1447
11/15/2022 15:46:41,0.1447
11/15/2022 15:46:42,0.1447
11/15/2022 15:46:43,0.1447
11/15/2022 15:46:44,0.1455
11/15/2022 15:46:45,0.1455
11/15/2022 15:46:46,0.1455
11/15/2022 15:46:47,0.1455
11/15/2022 15:46:48,0.1455
11/15/2022 15:46:49,0.1439
11/15/2022 15:46:50,0.1439
11/15/2022 15:46:51,0.1439
11/15/2022 15:46:52,0.1439
11/15/2022 15:46:53,0.1439
11/15/2022 15:46:54,0.1415
11/15/2022 15:46:55,0.1415
11/15/2022 15:46:56,0.1415
11/15/2022 15:46:57,0.1415
11/15/2022 15:46:58,0.1415
11/15/2022 15:46:59,0.1409
11/15/2022 15:47:00,0.1409
11/15/2022 15:47:01,0.1409
11/15/2022 15:47:02,0.1409
11/15/2022 15:47:03,0.1409
11/15/2022 15:47:04,0.1409
11/15/2022 15:47:05,0.1409
11/15/2022 15:47:06,0.1409
11/15/2022 15:47:07,0.1409
11/15/2022 15:47:08,0.1409
11/15/2022 15:47:09,0.1419
11/15/2022 15:47:10,0.1419
11/15/2022 15:47:11,0.1419
11/15/2022 15:47:12,0.1419
11/15/2022 15:47:13,0.1419
11/15/2022 15:47:14,0.1566
11/15/2022 15:47:15,0.1566
11/15/2022 15:47:16,0.1566
11/15/2022 15:47:17,0.1566
11/15/2022 15:47:18,0.1566
11/15/2022 15:47:19,0.1563
11/15/2022 15:47:20,0.1563
11/15/2022 15:47:21,0.1563
11/15/2022 15:47:22,0.1563
11/15/2022 15:47:23,0.1563
11/15/2022 15:47:24,0.1745
11/15/2022 15:47:25,0.1745
11/15/2022 15:47:26,0.1745
11/15/2022 15:47:27,0.1745
11/15/2022 15:47:28,0.1745
11/15/2022 15:47:29,0.1667
11/15/2022 15:47:30,0.1667
11/15/2022 15:47:31,0.1667
11/15/2022 15:47:32,0.1667
11/15/2022 15:47:33,0.1667
11/15/2022 15:47:34,0.1724
11/15/2022 15:47:35,0.1724
11/15/2022 15:47:36,0.1724
11/15/2022 15:47:37,0.1724
11/15/2022 15:47:38,0.1724
11/15/2022 15:47:39,0.1664
11/15/2022 15:47:40,0.1664
11/15/2022 15:47:41,0.1664
11/15/2022 15:47:42,0.1664
11/15/2022 15:47:43,0.1664
11/15/2022 15:47:44,0.1515
11/15/2022 15:47:45,0.1515
11/15/2022 15:47:46,0.1515
11/15/2022 15:47:47,0.1515
11/15/2022 15:47:48,0.1515
11/15/2022 15:47:49,0.1512
11/15/2022 15:47:50,0.1512
11/15/2022 15:47:51,0.1512
11/15/2022 15:47:52,0.1512
11/15/2022 15:47:53,0.1512
11/15/2022 15:47:54,0.1511
11/15/2022 15:47:55,0.1511
11/15/2022 15:47:56,0.1511
11/15/2022 15:47:57,0.1511
11/15/2022 15:47:58,0.1511
11/15/2022 15:47:59,0.1558
11/15/2022 15:48:00,0.1558
11/15/2022 15:48:01,0.1558
11/15/2022 15:48:02,0.1558
11/15/2022 15:48:03,0.1558
11/15/2022 15:48:04,0.156
11/15/2022 15:48:05,0.156
11/15/2022 15:48:06,0.156
11/15/2022 15:48:07,0.156
11/15/2022 15:48:08,0.156
11/15/2022 15:48:09,0.1541
11/15/2022 15:48:10,0.1541
11/15/2022 15:48:11,0.1541
11/15/2022 15:48:12,0.1541
11/15/2022 15:48:13,0.1541
11/15/2022 15:48:14,0.1552
11/15/2022 15:48:15,0.1552
11/15/2022 15:48:16,0.1552
11/15/2022 15:48:17,0.1552
11/15/2022 15:48:18,0.1552
11/15/2022 15:48:19,0.1544
11/15/2022 15:48:20,0.1544
11/15/2022 15:48:21,0.1544
11/15/2022 15:48:22,0.1544
11/15/2022 15:48:23,0.1544
11/15/2022 15:48:24,0.1481
11/15/2022 15:48:25,0.1481
11/15/2022 15:48:26,0.1481
11/15/2022 15:48:27,0.1481
11/15/2022 15:48:28,0.1481
11/15/2022 15:48:29,0.1506
11/15/2022 15:48:30,0.1506
11/15/2022 15:48:31,0.1506
11/15/2022 15:48:32,0.1506
11/15/2022 15:48:33,0.1506
11/15/2022 15:48:34,0.1497
11/15/2022 15:48:35,0.1497
11/15/2022 15:48:36,0.1497
11/15/2022 15:48:37,0.1497
11/15/2022 15:48:38,0.1497
11/15/2022 15:48:39,0.1606
11/15/2022 15:48:40,0.1606
11/15/2022 15:48:41,0.1606
11/15/2022 15:48:42,0.1606
11/15/2022 15:48:43,0.1606
11/15/2022 15:48:44,0.1537
11/15/2022 15:48:45,0.1537
11/15/2022 15:48:46,0.1537
11/15/2022 15:48:47,0.1537
11/15/2022 15:48:48,0.1537
11/15/2022 15:48:49,0.1606
11/15/2022 15:48:50,0.1606
11/15/2022 15:48:51,0.1606
11/15/2022 15:48:52,0.1606
11/15/2022 15:48:53,0.1606
11/15/2022 15:48:54,0.1646
11/15/2022 15:48:55,0.1646
11/15/2022 15:48:56,0.1646
11/15/2022 15:48:57,0.1646
11/15/2022 15:48:58,0.1646
11/15/2022 15:48:59,0.1539
11/15/2022 15:49:00,0.1539
11/15/2022 15:49:01,0.1539
11/15/2022 15:49:02,0.1539
11/15/2022 15:49:03,0.1539
11/15/2022 15:49:04,0.1533
11/15/2022 15:49:05,0.1533
11/15/2022 15:49:06,0.1533
11/15/2022 15:49:07,0.1533
11/15/2022 15:49:08,0.1533
11/15/2022 15:49:09,0.1695
11/15/2022 15:49:10,0.1695
11/15/2022 15:49:11,0.1695
11/15/2022 15:49:12,0.1695
11/15/2022 15:49:13,0.1695
11/15/2022 15:49:14,0.1768
11/15/2022 15:49:15,0.1768
11/15/2022 15:49:16,0.1768
11/15/2022 15:49:17,0.1768
11/15/2022 15:49:18,0.1768
11/15/2022 15:49:19,0.1675
11/15/2022 15:49:20,0.1675
11/15/2022 15:49:21,0.1675
11/15/2022 15:49:22,0.1675
11/15/2022 15:49:23,0.1675
11/15/2022 15:49:24,0.1546
11/15/2022 15:49:25,0.1546
11/15/2022 15:49:26,0.1546
11/15/2022 15:49:27,0.1546
11/15/2022 15:49:28,0.1546
11/15/2022 15:49:29,0.1678
11/15/2022 15:49:30,0.1678
11/15/2022 15:49:31,0.1678
11/15/2022 15:49:32,0.1678
11/15/2022 15:49:33,0.1678
11/15/2022 15:49:34,0
11/15/2022 15:49:35,0
11/15/2022 15:49:36,0
11/15/2022 15:49:37,0
11/15/2022 15:49:38,0
11/15/2022 15:49:39,0
11/15/2022 15:49:40,0
11/15/2022 15:49:41,0
11/15/2022 15:49:42,0
11/15/2022 15:49:43,0
11/15/2022 15:49:44,0
11/15/2022 15:49:45,0
11/15/2022 15:49:46,0
11/15/2022 15:49:47,0
11/15/2022 15:49:48,0
11/15/2022 15:49:49,0
11/15/2022 15:49:50,0
11/15/2022 15:49:51,0
11/15/2022 15:49:52,0
11/15/2022 15:49:53,0
11/15/2022 15:49:54,0
11/15/2022 15:49:55,0
11/15/2022 15:49:56,0
11/15/2022 15:49:57,0
11/15/2022 15:49:58,0
11/15/2022 15:49:59,0
11/15/2022 15:50:00,0
11/15/2022 15:50:01,0
11/15/2022 15:50:02,0
11/15/2022 15:50:03,0
11/15/2022 15:50:04,0
11/15/2022 15:50:05,0
11/15/2022 15:50:06,0
11/15/2022 15:50:07,0
11/15/2022 15:50:08,0
11/15/2022 15:50:09,0
11/15/2022 15:50:10,0
11/15/2022 15:50:11,0
11/15/2022 15:50:12,0
11/15/2022 15:50:13,0
11/15/2022 15:50:14,0
11/15/2022 15:50:15,0
11/15/2022 15:50:16,0
11/15/2022 15:50:17,0
11/15/2022 15:50:18,0
11/15/2022 15:50:19,0
11/15/2022 15:50:20,0
11/15/2022 15:50:21,0
11/15/2022 15:50:22,0
11/15/2022 15:50:23,0
11/15/2022 15:50:24,0
11/15/2022 15:50:25,0
11/15/2022 15:50:26,0
11/15/2022 15:50:27,0
11/15/2022 15:50:28,0
11/15/2022 15:50:29,0
11/15/2022 15:50:30,0
11/15/2022 15:50:31,0
11/15/2022 15:50:32,0
11/15/2022 15:50:33,0
11/15/2022 15:50:34,0.0346
11/15/2022 15:50:35,0.0346
11/15/2022 15:50:36,0.0346
11/15/2022 15:50:37,0.0346
11/15/2022 15:50:38,0.0346
11/15/2022 15:50:39,0.1109
11/15/2022 15:50:40,0.1109
11/15/2022 15:50:41,0.1109
11/15/2022 15:50:42,0.1109
11/15/2022 15:50:43,0.1109
11/15/2022 15:50:44,0.1488
11/15/2022 15:50:45,0.1488
11/15/2022 15:50:46,0.1488
11/15/2022 15:50:47,0.1488
11/15/2022 15:50:48,0.1488
11/15/2022 15:50:49,0.1474
11/15/2022 15:50:50,0.1474
11/15/2022 15:50:51,0.1474
11/15/2022 15:50:52,0.1474
11/15/2022 15:50:53,0.1474
11/15/2022 15:50:54,0.1476
11/15/2022 15:50:55,0.1476
11/15/2022 15:50:56,0.1476
11/15/2022 15:50:57,0.1476
11/15/2022 15:50:58,0.1476
11/15/2022 15:50:59,0.1476
11/15/2022 15:51:00,0.1476
11/15/2022 15:51:01,0.1476
11/15/2022 15:51:02,0.1476
11/15/2022 15:51:03,0.1476
11/15/2022 15:51:04,0.1476
11/15/2022 15:51:05,0.1476
11/15/2022 15:51:06,0.1476
11/15/2022 15:51:07,0.1476
11/15/2022 15:51:08,0.1476
11/15/2022 15:51:09,0.1523
11/15/2022 15:51:10,0.1523
11/15/2022 15:51:11,0.1523
11/15/2022 15:51:12,0.1523
11/15/2022 15:51:13,0.1523
11/15/2022 15:51:14,0.1459
11/15/2022 15:51:15,0.1459
11/15/2022 15:51:16,0.1459
11/15/2022 15:51:17,0.1459
11/15/2022 15:51:18,0.1459
11/15/2022 15:51:19,0.1484
11/15/2022 15:51:20,0.1484
11/15/2022 15:51:21,0.1484
11/15/2022 15:51:22,0.1484
11/15/2022 15:51:23,0.1484
11/15/2022 15:51:24,0.1488
11/15/2022 15:51:25,0.1488
11/15/2022 15:51:26,0.1488
11/15/2022 15:51:27,0.1488
11/15/2022 15:51:28,0.1488
11/15/2022 15:51:29,0.1432
11/15/2022 15:51:30,0.1432
11/15/2022 15:51:31,0.1432
11/15/2022 15:51:32,0.1432
11/15/2022 15:51:33,0.1432
11/15/2022 15:51:34,0.1415
11/15/2022 15:51:35,0.1415
11/15/2022 15:51:36,0.1415
11/15/2022 15:51:37,0.1415
11/15/2022 15:51:38,0.1415
11/15/2022 15:51:39,0.1478
11/15/2022 15:51:40,0.1478
11/15/2022 15:51:41,0.1478
11/15/2022 15:51:42,0.1478
11/15/2022 15:51:43,0.1478
11/15/2022 15:51:44,0.1447
11/15/2022 15:51:45,0.1447
11/15/2022 15:51:46,0.1447
11/15/2022 15:51:47,0.1447
11/15/2022 15:51:48,0.1447
11/15/2022 15:51:49,0.1481
11/15/2022 15:51:50,0.1481
11/15/2022 15:51:51,0.1481
11/15/2022 15:51:52,0.1481
11/15/2022 15:51:53,0.1481
11/15/2022 15:51:54,0.1462
11/15/2022 15:51:55,0.1462
11/15/2022 15:51:56,0.1462
11/15/2022 15:51:57,0.1462
11/15/2022 15:51:58,0.1462
11/15/2022 15:51:59,0.1558
11/15/2022 15:52:00,0.1558
11/15/2022 15:52:01,0.1558
11/15/2022 15:52:02,0.1558
11/15/2022 15:52:03,0.1558
11/15/2022 15:52:04,0.1546
11/15/2022 15:52:05,0.1546
11/15/2022 15:52:06,0.1546
11/15/2022 15:52:07,0.1546
11/15/2022 15:52:08,0.1546
11/15/2022 15:52:09,0.1499
11/15/2022 15:52:10,0.1499
11/15/2022 15:52:11,0.1499
11/15/2022 15:52:12,0.1499
11/15/2022 15:52:13,0.1499
11/15/2022 15:52:14,0
11/15/2022 15:52:15,0
11/15/2022 15:52:16,0
11/15/2022 15:52:17,0
11/15/2022 15:52:18,0
11/15/2022 15:52:19,0.0723
11/15/2022 15:52:20,0.0723
11/15/2022 15:52:21,0.0723
11/15/2022 15:52:22,0.0723
